"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.126140375E0,8.972897404E-1,2.918584483E0,3.857189480E0,4.919468970E0
1.136076375E0,1.531204516E-1,2.584572814E0,2.453734932E0,3.567110542E0
1.146012375E0,1.537735856E-1,1.108508711E0,2.828143845E0,3.041518615E0
1.155947375E0,5.326287210E-2,-1.068707299E-1,2.394364497E0,2.397340116E0
1.165883375E0,8.479714000E-1,-8.445572108E-1,2.937898129E0,3.172314265E0
1.175818375E0,8.384357607E-1,-1.292770849E0,3.358845908E0,3.695412944E0
1.185754375E0,7.959779584E-1,-9.975835222E-1,1.227525862E0,1.770755075E0
1.195689375E0,1.804515070E-1,-1.255802413E0,6.445303953E-1,1.423032634E0
1.205625375E0,5.584810156E-1,-2.352401515E0,1.869969971E0,3.056547338E0
1.215560375E0,5.452604610E-1,-3.010070604E0,1.991723034E0,3.650314323E0
1.225496375E0,3.642698407E-1,-3.523090103E0,1.518210248E0,3.853546256E0
1.235431375E0,6.707615894E-1,-4.297180763E0,1.151043112E0,4.498953642E0
1.245367375E0,1.389706575E0,-5.659288480E0,6.312151158E-1,5.861506887E0
1.255302375E0,1.346459398E0,-7.055421730E0,2.127240443E0,7.491133466E0
1.265238375E0,1.007978117E-1,-7.533280751E0,3.221422307E0,8.193780614E0
1.275173375E0,-1.969785743E0,-7.471620108E0,2.972168368E0,8.278825262E0
1.285109375E0,-2.021150317E0,-7.114102632E0,3.314054482E0,8.104224946E0
1.295044375E0,-2.145805645E0,-6.426475918E0,3.246715900E0,7.513004641E0
1.304980375E0,-1.899432921E0,-4.885771431E0,2.563302982E0,5.835163244E0
1.314916375E0,-1.523104660E0,-3.370816913E0,1.875473371E0,4.147246656E0
1.324851500E0,-1.054786833E0,-2.637615246E0,7.676388431E-1,2.942593897E0
1.334787500E0,-4.024337402E-1,-1.685539434E0,5.156691644E-1,1.808012938E0
1.344722500E0,3.569491267E-2,-7.073172122E-1,6.480053955E-1,9.599389346E-1
1.354658500E0,5.291364715E-1,1.245223045E-2,8.660615158E-1,1.014989169E0
1.364593500E0,9.700308573E-1,2.420185947E-1,8.061515290E-1,1.284294807E0
1.374529500E0,9.827772027E-1,-7.320538580E-2,1.209496850E0,1.560157905E0
1.384464500E0,-1.698411494E-1,-9.457000083E-1,1.091964599E0,1.454503767E0
1.394400500E0,-2.680932004E0,-5.285304075E-1,-8.982492685E-2,2.734009752E0
1.404335500E0,-3.909030894E0,-2.471530348E-1,-7.542984205E-1,3.988805994E0
1.414271500E0,-4.731228937E0,-7.668430370E-1,-6.669193840E-1,4.839148372E0
1.424206500E0,-4.230970986E0,-8.188879341E-1,-7.233385831E-1,4.369772493E0
1.434142500E0,-3.347923894E0,-5.709975654E-1,-2.860311717E-1,3.408290840E0
1.444077500E0,-2.349914110E0,-9.248733956E-1,-7.511707449E-1,2.634719076E0
1.454013500E0,-9.950499237E-1,-1.473011856E0,3.736277246E-1,1.816448721E0
1.463948500E0,-3.786534065E-1,-2.009319645E0,1.544352565E0,2.562375594E0
1.473884500E0,-3.294970340E-1,-1.885787274E0,1.867938064E0,2.674687748E0
1.483819500E0,-1.196020480E0,-1.457406222E0,1.242217577E0,2.257787056E0
1.493755500E0,-1.449048212E0,-1.124370453E0,8.701396564E-1,2.030047452E0
1.503691500E0,-3.959231579E-1,-1.564706138E0,5.535541517E-1,1.706306726E0
1.513626500E0,5.404552191E-1,-2.119483527E0,7.548609227E-1,2.313896557E0
1.523562500E0,5.063940185E-1,-1.464456795E0,1.221691511E0,1.973220402E0
1.533497500E0,5.151829684E-1,-9.192156297E-1,1.870545922E0,2.146931045E0
1.543433500E0,3.629325825E-1,-3.224716043E-1,1.512729068E0,1.588728180E0
1.553368500E0,-2.771393108E-1,-1.201018095E-2,2.476611578E-1,3.718689166E-1
1.563304500E0,-2.019868022E-1,1.466826671E-1,-5.529448718E-1,6.066815510E-1
1.573239500E0,8.961735070E-2,4.955181974E-1,-7.013273245E-1,8.633826322E-1
1.583175500E0,3.605130047E-1,7.373607910E-1,-6.640612650E-1,1.055768879E0
1.593110500E0,1.100124389E0,5.061934590E-1,-9.540550947E-2,1.214745941E0
1.603046500E0,1.121679565E0,9.670546246E-1,7.546521771E-1,1.662185189E0
1.612981500E0,1.573781601E0,1.194494357E0,7.553675839E-1,2.115227052E0
1.622917500E0,1.773855194E0,1.208161638E0,1.655045620E-1,2.152581835E0
1.632852500E0,1.306472629E0,1.741827071E0,-2.736567092E-1,2.194474942E0
1.642788500E0,4.427920997E-1,2.190340086E0,-5.959923658E-1,2.312760566E0
1.652723500E0,-6.536812878E-1,2.441979690E0,-7.874112028E-1,2.647750070E0
